Instrument Code 1,Customer_No,고객이름,장비명,시리얼넘버,지역,시/도,주소,고객설치일,워런티종료일,옵타입종료일,사용년,옵션
8708,1332491,송도 정안과 의원,Cirrus 5000,5000-26872,인천,연수구,"컨벤시아대로230번길 54, 4층 에이407~410,417~420호",2/9/2025,2/10/2026,,0.3,None
9137,1332491,송도 정안과 의원,Visulas YAG III,1281356,인천,연수구,"컨벤시아대로230번길 54, 4층 에이407~410,417~420호",2/9/2025,2/10/2026,,0.3,None
9208,1329969,아이엠안과,IOLMaster 700,9208120910,대구,수성구,"달구벌대로 3188, 4층 4-1호",2/9/2025,2/10/2026,,0.3,None
9208,1332491,송도 정안과 의원,IOLMaster 700,9208123465,인천,연수구,"컨벤시아대로230번길 54, 4층 에이407~410,417~420호",2/9/2025,2/10/2026,,0.3,None
9604,1330712,루체안과(LUCE eye clinic),CLARUS 700,CL700-71410,서울,서초구,"서초대로 2, 9층",2/9/2025,2/10/2026,2/9/2027,0.3,None
8524,932250,푸른안과,HFA3  830,830-19152,경기,광주시,곤지암읍 곤지암로 54,2/6/2025,2/7/2026,,0.3,None
6033,529153,원광대학교,EXTARO 300 Dental,6033307028,전북,익산시,익산대로 460(신동 원광대학교) 1층,1/27/2025,2/28/2026,,125.5,None
6030,54291,칼자이스 (주),OPMI PICO,6613110929,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",1/21/2025,2/22/2026,,125.5,None
6030,54291,칼자이스 (주),OPMI PICO,6613111247,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",1/21/2025,2/22/2026,,125.5,None
9716,1888227,파랑새안과의원,SL Imaging Solution,1287520,광주,동구,"문화전당로26번길 6, 6층~10층",1/21/2025,1/22/2026,,0.3,None
9208,956291,밝은안과21병원,IOLMaster 700,9208123458,광주,서구,"무진대로 950(농성동, 8,9,10층)",1/20/2025,1/21/2026,4/9/2028,0.3,None
9208,528454,(학)가톨릭학원가톨릭대학교대전성모병원,IOLMaster 700,9208123456,대전,중구,"대흥로 64, 1층(대흥동)",1/19/2025,1/20/2026,1/19/2028,0.4,None
8709,597886,조은눈굿아이안과,Cirrus 500,500-38569,인천,부평구,"광장로 16, 6층",1/18/2025,1/19/2026,,0.4,None
8525,1963587,조은안과의원,HFA3  840,840-26468,강원,강릉시,"율곡로 2827, 2층 (옥천동)",1/16/2025,1/17/2026,,0.4,None
8525,417570,㈜ 대한항공,HFA3  840,840-26610,서울,강서구,하늘길 260 (공항동),1/16/2025,1/17/2026,,0.4,None
8709,54291,칼자이스 (주),Cirrus 500,500-38559,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",1/16/2025,2/17/2026,,125.5,None
8714,2022508,의정부을지대학교병원,CIRRUS 6000,6000-17522,경기,의정부시,동일로 712(금오동),1/16/2025,1/17/2026,1/16/2028,0.4,None
8525,1145113,국립재활원,HFA3  840,840-26589,서울,강북구,삼각산로 58,1/14/2025,1/15/2026,1/14/2028,0.4,None
8525,528488,조선대학교병원,HFA3  840,840-26602,광주,동구,"필문대로 365(학동, 조선대학교병원)",1/14/2025,1/15/2026,1/14/2028,0.4,None
9140,1326616,아이빌리브안과의원,VISULAS 532s NH,1277384,대구,북구,"동북로 244, 604호,605호,606호",1/14/2025,1/15/2026,,0.4,None
9208,1326616,아이빌리브안과의원,IOLMaster 700,9208123459,대구,북구,"동북로 244, 604호,605호,606호",1/14/2025,1/15/2026,,0.4,None
9604,528875,국군대전병원,CLARUS 700,CL700-74427,대전,유성구,자운로 90(자운동 100-1 사서함 78-504호),1/14/2025,1/15/2026,1/14/2028,0.4,None
8524,1312759,성모하나안과의원,HFA3  830,830-19115,서울,강남구,"일원로 39, 301호",1/12/2025,1/13/2026,,0.4,None
8524,943580,으뜸안과,HFA3  830,830-19132,전북,전주시,백제대로 686(인후동2가4층),1/12/2025,1/13/2026,,0.4,None
9150,529227,(의법)건양의료재단,VISULAS green,9150010053,서울,영등포구,영신로 136(영등포동4가),1/12/2025,1/13/2026,1/12/2028,0.4,None
9208,1339098,늘봄안과의원,IOLMaster 700,9208123455,충남,천안시,"청수11로 11, 5층",1/12/2025,1/13/2026,,0.4,None
6030,1332662,본치과의원,OPMI PICO,6627516255,경북,구미시,"상사서로 65, 3층",1/8/2025,1/9/2026,,0.4,None
8525,834681,공덕서울안과,HFA3  840,840-26371,서울,마포구,"공덕동 456, 3층",1/2/2025,1/3/2026,,0.4,None
8714,966868,마포탑안과,CIRRUS 6000,6000-17751,서울,마포구,도화길 43,12/30/2024,12/31/2025,,0.4,None
8524,1003151,분당연세독수리안과의원,HFA3  830,830-19028,경기,성남시,서현로210번길 20(서현동 코코프라자3층),12/29/2024,12/30/2025,,0.4,None
8524,920224,밝은성모안과의원,HFA3  830,830-19114,경남,양산시,서창로 159(삼호동 남광빌딩),12/29/2024,12/30/2025,,0.4,None
9604,956291,밝은안과21병원,CLARUS 700,CL700-74398,광주,서구,"무진대로 950(농성동, 8,9,10층)",12/26/2024,12/27/2025,4/9/2028,0.4,None
6030,1332118,연세더바로치과의원,OPMI PICO,6627516220,경기,시흥시,"수인로 3330, 301호",12/25/2024,12/26/2025,,0.4,None
6217,1138179,고상준안과,OPMI Lumera 700,6634151351,전북,군산시,"궁포3로 5, 301호 302호 303호",12/25/2024,12/26/2025,3/14/2028,0.4,None
8525,2008543,온누리안과병원,HFA3  840,840-26330,전북,전주시,백제대로 325(중화산동2가),12/25/2024,12/26/2025,,0.4,None
8527,528455,(학) 가톨릭학원의정부성모병원,HFA3  860,860-25002,경기,의정부시,천보로 271(금오동),12/25/2024,12/26/2025,12/25/2027,0.4,None
8714,2008543,온누리안과병원,CIRRUS 6000,6000-17465,전북,전주시,백제대로 325(중화산동2가),12/25/2024,12/26/2025,,0.4,None
8714,2008543,온누리안과병원,CIRRUS 6000,6000-17468,전북,전주시,백제대로 325(중화산동2가),12/25/2024,12/26/2025,,0.4,None
8714,528459,(학)가톨릭학원가톨릭대학교  성빈센트병원,CIRRUS 6000,6000-17630,경기,수원시,중부대로 93(지동),12/25/2024,12/26/2025,12/25/2027,0.4,None
9208,1337645,양정 베스트 안과의원,IOLMaster 700,9208121148,부산,부산진구,"중앙대로 915, 4층, 5층",12/25/2024,12/26/2025,,0.4,None
9208,2008543,온누리안과병원,IOLMaster 700,9208123265,전북,전주시,백제대로 325(중화산동2가),12/25/2024,12/26/2025,,0.4,None
9208,571650,창원파티마병원,IOLMaster 700,9208123320,경남,창원시,창이대로 45(명서동),12/25/2024,12/26/2025,12/25/2027,0.4,None
8524,1328671,권진우성모안과의원,HFA3  830,830-19113,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,,0.4,None
8714,1328671,권진우성모안과의원,CIRRUS 6000,6000-17457,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,,0.4,None
9137,1328671,권진우성모안과의원,Visulas YAG III,1286167,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,,0.4,None
9140,1328671,권진우성모안과의원,VISULAS 532s NH,1285865,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,,0.4,None
9208,1328671,권진우성모안과의원,IOLMaster 700,9208123301,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,,0.4,None
9604,1328671,권진우성모안과의원,CLARUS 700,CL700-71289,경기,수원시,"효원로 278, 3층 313호~321호",12/23/2024,12/24/2025,12/23/2026,0.4,None
8525,1961442,에스앤유청안과,HFA3  840,840-26333,서울,관악구,"관악로 195, 2층 201~208호 (봉천동 관악위버폴리스)",12/22/2024,12/23/2025,,0.4,None
9208,912632,신세계안과의원,IOLMaster 700,9208123262,광주,서구,죽봉대로 92(광천동),12/22/2024,12/23/2025,,0.4,None
6225,1337117,잘듣는이비인후과의원,TIVATO 700,6643143137,서울,동대문구,"왕산로36길 6, 101동 301호~304호, 401호~407호",12/19/2024,12/20/2025,,0.4,None
9511,1867920,더밝은안과의원,VISUMAX 800,9511100483,전남,순천시,"이수로 321, 4층, 5층 (조례동)",12/19/2024,1/20/2026,,0.2,None
6223,1102704,의료법인 남촌의료재단,KINEVO 900,6640123264,경기,시흥시,군자천로 381,12/18/2024,12/19/2025,12/18/2027,0.4,None
8709,936067,새빛안과의원,Cirrus 500,500-38480,대구,북구,칠곡중앙대로 411(태전동),12/18/2024,12/19/2025,,0.4,None
9511,1148255,센트럴 윤길중 안과,VISUMAX 800,9511100481,광주,서구,"죽봉대로 62, 2층 201호~205호(농성동)",12/18/2024,1/19/2026,,0.2,None
9603,990761,국군강릉병원,CLARUS 500,CL500-56265,강원,강릉시,"주문진읍 동해대로 4371-34, 국군강릉병원",12/18/2024,12/19/2025,12/18/2027,0.4,None
6033,1329393,안심플란트치과의원,EXTARO 300 Dental,6033306057,대구,동구,"경안로 728, 202호",12/17/2024,12/18/2025,,0.4,None
6225,529185,영남대학교의료원,TIVATO 700,6643146277,대구,남구,현충로 170,12/16/2024,12/17/2025,12/16/2027,0.4,None
8714,1143026,잠실 소중안 안과의원,CIRRUS 6000,6000-17350,서울,송파구,"석촌호수로 61, 3층 304호 일부(잠실동, 트리지움상가)",12/16/2024,12/17/2025,,0.4,None
9511,2008543,온누리안과병원,VISUMAX 800,9511100478,전북,전주시,백제대로 325(중화산동2가),12/16/2024,1/17/2026,,0.3,None
9511,956291,밝은안과21병원,VISUMAX 800,9511100480,광주,서구,"무진대로 950(농성동, 8,9,10층)",12/16/2024,1/17/2026,,0.2,None
6217,1328671,권진우성모안과의원,OPMI Lumera 700,6634151404,경기,수원시,"효원로 278, 3층 313호~321호",12/15/2024,1/16/2026,,125.5,None
9603,528883,국군서울지구병원,CLARUS 500,CL500-56260,서울,종로구,소격동 165,12/15/2024,12/16/2025,12/15/2027,0.4,None
9208,1044323,자이스메디칼 주식회사,IOLMaster 700,9208123250,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",12/13/2024,12/14/2025,,125.5,None
9208,1104842,서울탑안과의원,IOLMaster 700,9208123277,충북,청주시,"강서로 122, 101호 (강서동)",12/13/2024,12/14/2025,,0.5,None
6223,528787,고려대부속안산병원,KINEVO 900,6640124847,경기,안산시,적금로 123(고잔동),12/11/2024,12/12/2025,12/11/2027,0.5,None
8524,936135,아산충무병원,HFA3  830,830-19068,충남,아산시,문화로 381(모종동),12/11/2024,12/12/2025,,0.5,None
9208,816863,새서울안과의원,IOLMaster 700,9208123338,서울,동대문구,장안2동 309-10 3층,12/11/2024,12/12/2025,,0.5,None
8714,543733,압구정성모안과의원,CIRRUS 6000,6000-17529,서울,강남구,"언주로 859, 1,2,3층(신사동)",12/10/2024,12/11/2025,,0.5,None
9208,688920,밝은세상안과,IOLMaster 700,9208123271,부산,부산진구,"부전동 257-3, 아이온시티8~11층",12/10/2024,12/11/2025,,0.5,None
6217,822903,메트로안과,OPMI Lumera 700,6634151350,대구,수성구,"달구벌대로 2360, 7~10층",12/9/2024,12/10/2025,,0.5,None
9208,688919,서울밝은세상안과의원,IOLMaster 700,9208123263,서울,강남구,"선릉로 823, 한양타운2층",12/9/2024,12/10/2025,,0.5,None
6217,1181447,이안과 의원,OPMI Lumera 700,6634149275,서울,구로구,"구로중앙로 217, 지하1층,5층~8층(구로동)",12/8/2024,12/9/2025,,0.5,None
8714,529214,인하대학교의과대학부속병원 (인하대병원),CIRRUS 6000,6000-17528,인천,중구,인항로 27(신흥동3가),12/8/2024,12/9/2025,12/8/2027,0.5,None
6030,1330317,서울S치과의원,OPMI PICO,6627516138,대구,달서구,조암로 4,12/5/2024,12/6/2025,,0.5,None
6223,528499,중앙대학교병원,KINEVO 900,6640124814,서울,동작구,흑석로 102(흑석동),12/5/2024,12/6/2025,12/5/2027,0.5,None
6225,528499,중앙대학교병원,TIVATO 700,6643146287,서울,동작구,흑석로 102(흑석동),12/5/2024,12/6/2025,12/5/2027,0.5,None
9603,1997213,캠프 험프리스,CLARUS 500,CL500-55543,경기,평택시,팽성읍 함정리 25,12/5/2024,12/6/2025,,0.5,None
9603,1997213,캠프 험프리스,CLARUS 500,CL500-55638,경기,평택시,팽성읍 함정리 25,12/5/2024,12/6/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306064,서울,용산구,"한강대로 95, R223,224호",12/4/2024,12/5/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306068,서울,용산구,"한강대로 95, R223,224호",12/4/2024,12/5/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306108,서울,용산구,"한강대로 95, R223,224호",12/4/2024,12/5/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306112,서울,용산구,"한강대로 95, R223,224호",12/4/2024,12/5/2025,,0.5,None
6033,1330318,은계새미소치과의원,EXTARO 300 Dental,6033306055,경기,시흥시,"은계번영길 23, 305호",12/4/2024,12/5/2025,,0.5,None
6223,529057,서울대학교병원,KINEVO 900,6640124783,서울,종로구,대학로 101(연건동),12/4/2024,12/5/2025,12/4/2027,0.5,None
8524,2008883,난초꽃피다안과의원,HFA3  830,830-19000,대구,중구,"달구벌대로 2127, 7층(봉산동, S타워)",12/4/2024,12/5/2025,,0.5,None
8524,803096,아이존안과,HFA3  830,830-18935,부산,진구,범천1동 846-29,12/4/2024,12/5/2025,,0.5,None
9150,487740,(의)대진의료재단분당제생병원,VISULAS green,9150010052,경기,성남시,서현로180번길 20(서현동),12/4/2024,12/5/2025,12/4/2027,0.5,None
9208,974505,광진성모안과의원,IOLMaster 700,9208123276,서울,광진구,"광나루로 614, 4층 (구의동 만택빌딩)",12/4/2024,12/5/2025,,0.5,None
9707,1888227,파랑새안과의원,Slit Lamp SL 220,9707280146,광주,동구,"문화전당로26번길 6, 6층~10층",12/4/2024,12/5/2025,,0.5,None
9707,1888227,파랑새안과의원,Slit Lamp SL 220,9707280332,광주,동구,"문화전당로26번길 6, 6층~10층",12/4/2024,12/5/2025,,0.5,None
9715,974505,광진성모안과의원,SL 800,9715170527,서울,광진구,"광나루로 614, 4층 (구의동 만택빌딩)",12/4/2024,12/5/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033305988,서울,용산구,"한강대로 95, R223,224호",12/3/2024,12/4/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306098,서울,용산구,"한강대로 95, R223,224호",12/3/2024,12/4/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306103,서울,용산구,"한강대로 95, R223,224호",12/3/2024,12/4/2025,,0.5,None
6033,1161980,인터서울치과의원,EXTARO 300 Dental,6033306107,서울,용산구,"한강대로 95, R223,224호",12/3/2024,12/4/2025,,0.5,None
9208,919196,온누리스마일안과의원,IOLMaster 700,9208123163,서울,서초구,"서초대로77길 3, 지하2층(서초동, 아라타워)",12/3/2024,12/4/2025,,0.5,None
8524,1331645,서울안과,HFA3  830,830-19063,인천,미추홀구,"미추홀대로 573, 3층",12/2/2024,12/3/2025,,0.5,None
9208,529228,고려대학교구로병원,IOLMaster 700,9208123148,서울,구로구,구로동로 148(구로동),12/2/2024,12/3/2025,12/2/2027,0.5,None
9208,878333,푸른안과의원,IOLMaster 700,9208123256,전북,전주시,금암동 1588-6,12/2/2024,12/3/2025,,0.5,None
9707,878333,푸른안과의원,Slit Lamp SL 220,9707280331,전북,전주시,금암동 1588-6,12/2/2024,12/3/2025,,0.5,None
6223,529057,서울대학교병원,KINEVO 900,6640124818,서울,종로구,대학로 101(연건동),11/28/2024,11/29/2025,11/28/2027,0.5,None
9208,2036516,주식회사 이노비젼,IOLMaster 700,9208123253,서울,강남구,"도산대로1길 13, 지하1층(신사동, ICT TOWER)",11/28/2024,11/29/2025,,0.5,None
6227,1888227,파랑새안과의원,OPMI ARTEVO 800,6647101973,광주,동구,"문화전당로26번길 6, 6층~10층",11/27/2024,11/28/2025,11/28/2027,0.5,None
9503,1117397,맑은눈안과의원,VisuMax,1285597,대전,서구,한밭대로 745,11/27/2024,11/28/2025,,0.5,None
8524,530229,아시아나항공 ㈜,HFA3  830,830-19083,서울,강서구,오정로 443-83(오쇠동),11/26/2024,11/27/2025,11/26/2027,0.5,None
8524,1153365,죽전안과,HFA3  830,830-19084,대구,달서구,"와룡로 206, 4층",11/25/2024,11/26/2025,,0.5,None
9208,657860,지에스(GS)안과,IOLMaster 700,9208123169,서울,강남구,"역삼동 825, 8층",11/25/2024,11/26/2025,,0.5,None
9715,1993465,광주안과의원,SL 800,9715170638,광주,서구,"무진대로 935, 1층 (광천동 5~9층)",11/25/2024,11/26/2025,,0.5,None
8525,2020003,그랜드우리안과,HFA3  840,840-26280,강원,춘천시,"중앙로 68, 2층",11/18/2024,11/19/2025,,0.5,None
9208,806168,의정부서울안과의원,IOLMaster 700,9208123217,경기,의정부시,"의정부동 235-17, 미림프라자 405",11/17/2024,11/18/2025,,0.5,None
9715,1867920,더밝은안과의원,SL 800,9715170639,전남,순천시,"이수로 321, 4층, 5층 (조례동)",11/17/2024,11/18/2025,,0.5,None
8714,528942,인제대학교 부산백병원,CIRRUS 6000,6000-17477,부산,부산진구,복지로 75(개금동),11/14/2024,11/15/2025,11/14/2028,0.5,None
6033,528815,경희의료원,EXTARO 300 Dental,6033306148,서울,동대문구,경희대로 23(회기동),11/13/2024,12/14/2025,,125.5,None
6033,528815,경희의료원,EXTARO 300 Dental,6033306155,서울,동대문구,경희대로 23(회기동),11/13/2024,12/14/2025,,125.5,None
6225,1326191,청주21세기병원,TIVATO 700,6643146174,충북,청주시,주성로 257,11/12/2024,11/13/2025,,0.5,None
6217,1996646,혜안서울안과의원,OPMI Lumera 700,6634151139,서울,강남구,"테헤란로 528, 4,9층",11/7/2024,11/8/2025,,0.6,None
9503,1341956,주식회사 디엔디컴퍼니,VisuMax,1285601,경기,화성시,"경기대로 1014, 605동 6층 비26호",11/7/2024,12/8/2025,2/10/2027,0.3,None
8524,958330,거창제일안과,HFA3  830,830-19018,경남,거창군,"거창읍 중앙로 157, 2층",11/6/2024,11/7/2025,,0.6,None
9208,529797,단국대학교의과대학부속병원,IOLMaster 700,9208123150,충남,천안시,망향로 201(안서동),11/6/2024,11/7/2025,11/6/2027,0.6,None
9715,912632,신세계안과의원,SL 800,9715170520,광주,서구,죽봉대로 92(광천동),11/6/2024,11/7/2025,12/31/2025,0.6,None
6217,552889,비앤빛안과,OPMI Lumera 700,6634151300,서울,서초구,"서초대로 411, 지하2층 (서초동 GT TOWER)",11/4/2024,11/5/2025,,0.6,None
8714,1147849,일점영안과의원,CIRRUS 6000,6000-17348,대전,중구,"계룡로 935, 1~3층(대사동)",11/4/2024,11/5/2025,,0.6,None
6216,1315426,과천 스마트안과,OPMI Lumera i,6633128755,경기,과천시,"새술막길 39, 4층",11/3/2024,11/4/2025,,0.6,None
8525,1315426,과천 스마트안과,HFA3  840,840-26034,경기,과천시,"새술막길 39, 4층",11/3/2024,11/4/2025,,0.6,None
8708,1315426,과천 스마트안과,Cirrus 5000,5000-26848,경기,과천시,"새술막길 39, 4층",11/3/2024,11/4/2025,,0.6,None
9506,1153311,주식회사 일우,CRS Master II,2DPCQR3,경남,창원시,"원이대로 320, 301호(대원동, 더시티세븐 트레이드센터)",11/3/2024,12/4/2025,,125.5,None
9715,1315426,과천 스마트안과,SL 800,9715170636,경기,과천시,"새술막길 39, 4층",11/3/2024,11/4/2025,,0.6,None
9715,1315426,과천 스마트안과,SL 800,9715170637,경기,과천시,"새술막길 39, 4층",11/3/2024,11/4/2025,,0.6,None
8714,1194014,대연본안과,CIRRUS 6000,6000-17361,부산,남구,"수영로 260, 주건축물 1동 411호, 412호(대연동, 대연백리명가에덴)",10/28/2024,10/29/2025,,0.6,None
